,id,room_type,host_id,host_since,host_response_rate,reviews_per_month,review_scores_value,review_scores_location,review_scores_communication,review_scores_checkin,review_scores_cleanliness,review_scores_rating,price,cleaning_fee,zipcode,number_of_reviews
246,1618211,Private room,1719462,2012-02-08,80%,0.13,9.0,10.0,10.0,10.0,9.0,95.0,40.0,$10.00,69006,8
253,1651110,Private room,7069472,2013-06-23,100%,0.29,10.0,9.0,10.0,10.0,10.0,99.0,45.0,,69003,18
261,1733448,Private room,9132461,2013-09-30,100%,0.71,9.0,10.0,9.0,9.0,10.0,89.0,40.0,,69002,43
263,1739528,Private room,3103951,2012-07-30,85%,0.02,8.0,10.0,10.0,10.0,10.0,80.0,89.0,$6.00,69450,1
273,1775902,Private room,4396626,2012-12-13,70%,0.96,9.0,10.0,10.0,10.0,9.0,95.0,31.0,$5.00,69006,59
276,1787671,Private room,9381346,2013-10-12,100%,1.08,10.0,10.0,10.0,10.0,10.0,94.0,19.0,$0.00,69300,35
279,1797569,Private room,7619818,2013-07-21,,0.33,9.0,9.0,10.0,10.0,10.0,94.0,39.0,$10.00,69004,20
296,1852260,Private room,9672843,2013-10-28,100%,0.08,10.0,10.0,10.0,10.0,10.0,95.0,45.0,,69005,4
300,1862466,Private room,8509899,2013-08-29,100%,1.29,10.0,9.0,10.0,10.0,10.0,95.0,29.0,$5.00,69007,79
310,1879678,Private room,9786768,2013-11-03,,0.02,6.0,10.0,10.0,10.0,10.0,80.0,90.0,,69004,1
331,1933392,Private room,9659907,2013-10-27,100%,4.78,9.0,10.0,10.0,10.0,10.0,96.0,48.0,,69007,288
332,1935365,Private room,10014536,2013-11-14,,0.02,10.0,10.0,10.0,10.0,10.0,100.0,78.0,,69001,1
333,1936254,Private room,10017535,2013-11-14,100%,1.02,9.0,10.0,10.0,10.0,9.0,95.0,30.0,$10.00,69002,49
335,1939568,Private room,9985085,2013-11-13,100%,0.47,10.0,9.0,10.0,10.0,10.0,96.0,25.0,,69007,24
337,1944655,Private room,10058451,2013-11-16,,0.34,9.0,9.0,10.0,10.0,10.0,91.0,30.0,,69003,20
346,1958003,Private room,10120015,2013-11-19,100%,0.06,7.0,9.0,8.0,10.0,10.0,80.0,60.0,$0.00,69002,3
349,1958504,Private room,1760477,2012-02-16,100%,0.98,9.0,10.0,9.0,9.0,9.0,90.0,40.0,$10.00,69001,59
376,2007559,Private room,10332810,2013-11-29,100%,1.35,10.0,9.0,10.0,10.0,10.0,95.0,29.0,$5.00,69009,35
381,2009651,Private room,10342365,2013-11-30,100%,0.8,9.0,10.0,9.0,9.0,9.0,89.0,75.0,,69006,48
385,2010527,Private room,4482766,2012-12-24,75%,0.2,10.0,10.0,7.0,7.0,10.0,73.0,43.0,$10.00,69001,6
390,2018945,Private room,10380708,2013-12-02,100%,6.76,10.0,10.0,10.0,10.0,10.0,97.0,35.0,$0.00,69001,407
393,2020878,Private room,10346274,2013-11-30,,1.2,9.0,9.0,10.0,10.0,9.0,91.0,39.0,,69006,72
394,2021928,Private room,10391793,2013-12-02,67%,3.01,9.0,10.0,10.0,10.0,9.0,92.0,21.0,$6.00,69002,72
397,2027113,Private room,6520034,2013-05-22,67%,0.04,10.0,10.0,10.0,10.0,10.0,80.0,45.0,$35.00,69003,2
401,2053380,Private room,3757302,2012-10-04,100%,1.44,8.0,9.0,8.0,8.0,8.0,78.0,50.0,,69001,80
407,2107597,Private room,10745109,2013-12-21,,0.12,10.0,10.0,10.0,10.0,10.0,100.0,42.0,,69160,6
408,2134046,Private room,10889282,2013-12-29,,0.16,8.0,9.0,9.0,9.0,10.0,82.0,40.0,$0.00,69009,9
413,2163824,Private room,9624433,2013-10-25,85%,0.73,9.0,9.0,9.0,9.0,9.0,91.0,25.0,,69004,43
416,2195144,Private room,6350898,2013-05-12,,1.15,9.0,9.0,10.0,10.0,10.0,94.0,50.0,,69007,65
419,2201131,Private room,11229058,2014-01-12,30%,1.12,9.0,9.0,9.0,9.0,8.0,89.0,17.0,$5.00,69003,39
425,2265271,Private room,11568427,2014-01-23,,0.35,10.0,10.0,10.0,10.0,10.0,96.0,24.0,$15.00,69002,20
428,2276120,Private room,11621936,2014-01-25,100%,0.4,9.0,10.0,10.0,10.0,10.0,93.0,89.0,$0.00,69004,21
430,2309213,Private room,11411984,2014-01-18,,3.03,10.0,10.0,10.0,10.0,10.0,99.0,70.0,,69005,171
433,2323371,Private room,9625514,2013-10-25,100%,0.22,9.0,9.0,10.0,10.0,9.0,93.0,52.0,$0.00,69001,12
435,2360801,Private room,4240990,2012-11-25,,0.03,10.0,10.0,10.0,10.0,10.0,100.0,40.0,$10.00,69003,1
458,2522738,Private room,12916591,2014-03-08,100%,0.08,10.0,10.0,10.0,10.0,10.0,100.0,120.0,,69002,3
459,2522984,Private room,12917831,2014-03-08,100%,1.96,9.0,9.0,9.0,10.0,8.0,85.0,35.0,$0.00,69007,96
462,2562218,Private room,5916662,2013-04-14,100%,1.78,10.0,9.0,10.0,10.0,10.0,95.0,29.0,,69003,101
483,2696107,Private room,13528458,2014-03-25,100%,6.91,10.0,10.0,10.0,10.0,10.0,97.0,39.0,$0.00,69005,376
497,2828277,Private room,6755610,2013-06-05,100%,1.38,9.0,9.0,10.0,10.0,10.0,94.0,15.0,$10.00,69003,74
500,2839702,Private room,7974833,2013-08-06,,0.08,9.0,10.0,10.0,9.0,10.0,95.0,55.0,,69006,4
503,2854913,Private room,14595282,2014-04-22,,0.02,6.0,8.0,10.0,10.0,8.0,80.0,120.0,,69003,1
511,2906198,Private room,14590893,2014-04-22,,0.05,10.0,10.0,9.0,9.0,6.0,70.0,45.0,,69005,3
520,2987786,Private room,14889811,2014-04-29,,0.19,10.0,10.0,10.0,10.0,10.0,96.0,30.0,$15.00,69001,10
529,3037451,Private room,15468307,2014-05-13,,0.07,10.0,10.0,10.0,10.0,10.0,100.0,30.0,$0.00,69003,4
532,3065085,Private room,5038195,2013-02-10,40%,0.27,10.0,9.0,10.0,9.0,10.0,99.0,30.0,$15.00,69007,15
539,3080845,Private room,3596049,2012-09-17,83%,0.39,10.0,10.0,10.0,10.0,10.0,100.0,45.0,,69002,1
545,3106592,Private room,9732751,2013-10-31,100%,0.4,10.0,10.0,10.0,10.0,10.0,95.0,30.0,,69007,22
567,3221863,Private room,9625514,2013-10-25,100%,0.17,9.0,10.0,10.0,10.0,9.0,96.0,52.0,$0.00,69001,9
589,3355484,Private room,12575859,2014-02-25,,0.07,10.0,10.0,10.0,10.0,10.0,90.0,18.0,,69002,2
602,3410356,Private room,6829639,2013-06-10,,1.18,9.0,10.0,10.0,10.0,10.0,94.0,48.0,,69006,62
603,3414046,Private room,14809773,2014-04-27,70%,0.19,9.0,10.0,10.0,9.0,8.0,96.0,30.0,,69003,9
608,3428414,Private room,17255573,2014-06-25,100%,0.02,10.0,8.0,10.0,10.0,10.0,100.0,53.0,,69007,1
617,3476834,Private room,7599382,2013-07-19,100%,0.52,10.0,9.0,10.0,10.0,10.0,100.0,45.0,$5.00,69003,6
621,3514864,Private room,7599382,2013-07-19,100%,0.31,9.0,9.0,10.0,9.0,9.0,92.0,24.0,$5.00,69003,11
625,3527156,Private room,17759099,2014-07-07,,0.34,9.0,9.0,10.0,10.0,10.0,98.0,80.0,,69005,17
633,3589456,Private room,14320185,2014-04-15,,0.62,8.0,9.0,10.0,10.0,9.0,87.0,40.0,,69009,24
656,3733950,Private room,19086230,2014-07-29,56%,0.15,9.0,10.0,10.0,10.0,10.0,100.0,60.0,,69008,7
689,3957396,Private room,18128532,2014-07-15,,1.15,9.0,9.0,9.0,10.0,9.0,88.0,26.0,$5.00,69009,34
694,4011574,Private room,17295865,2014-06-26,,0.19,10.0,9.0,10.0,10.0,9.0,98.0,25.0,,69007,9
698,4019465,Private room,16525872,2014-06-08,100%,0.46,9.0,10.0,10.0,10.0,10.0,91.0,33.0,$5.00,69004,23
700,4027941,Private room,15770116,2014-05-20,100%,0.84,10.0,9.0,10.0,10.0,10.0,98.0,28.0,,69100,35
703,4043901,Private room,20967947,2014-09-05,100%,1.49,9.0,9.0,10.0,10.0,9.0,92.0,35.0,,69007,66
714,4098481,Private room,16437856,2014-06-05,,0.66,10.0,9.0,10.0,10.0,10.0,99.0,20.0,$0.00,69003,32
718,4104431,Private room,21291910,2014-09-13,,0.04,9.0,10.0,10.0,9.0,9.0,90.0,40.0,,69002,2
720,4108262,Private room,21314049,2014-09-14,100%,0.32,9.0,9.0,9.0,9.0,9.0,91.0,40.0,,69001,16
721,4114452,Private room,11198185,2014-01-11,100%,1.76,10.0,9.0,10.0,10.0,10.0,95.0,32.0,,69009,89
742,4207996,Private room,16525872,2014-06-08,100%,3.59,10.0,10.0,10.0,10.0,10.0,96.0,29.0,,69004,180
746,4226122,Private room,2758045,2012-06-27,,4.36,10.0,10.0,10.0,10.0,10.0,97.0,49.0,,69003,117
748,4232939,Private room,21953757,2014-09-30,100%,0.88,10.0,10.0,10.0,10.0,10.0,98.0,49.0,$15.00,69006,44
762,4282076,Private room,9741729,2013-10-31,100%,0.57,9.0,10.0,10.0,10.0,10.0,98.0,75.0,$6.00,69003,25
764,4291861,Private room,15995025,2014-05-26,,1.11,9.0,9.0,10.0,10.0,9.0,89.0,27.0,$7.00,69007,49
768,4303415,Private room,21863700,2014-09-28,100%,4.53,10.0,9.0,10.0,10.0,10.0,97.0,36.0,$0.00,69007,219
771,4309128,Private room,6346276,2013-05-12,100%,1.0,9.0,10.0,10.0,9.0,9.0,92.0,50.0,$40.00,69006,48
778,4321053,Private room,14982159,2014-05-01,100%,0.06,9.0,10.0,10.0,10.0,9.0,93.0,120.0,,69002,3
780,4321523,Private room,13715953,2014-03-30,100%,0.17,9.0,9.0,10.0,10.0,10.0,97.0,80.0,,69007,8
788,4340835,Private room,22535648,2014-10-14,0%,1.94,9.0,9.0,10.0,10.0,9.0,94.0,30.0,,69007,76
803,4373583,Private room,22424776,2014-10-12,,0.4,9.0,9.0,9.0,10.0,10.0,93.0,45.0,,69003,19
807,4374487,Private room,22711412,2014-10-19,80%,0.11,10.0,10.0,10.0,10.0,10.0,95.0,45.0,,69001,4
811,4376997,Private room,12916591,2014-03-08,100%,0.64,10.0,10.0,10.0,10.0,10.0,99.0,105.0,$0.00,69002,29
812,4383219,Private room,22756354,2014-10-20,,0.27,9.0,10.0,10.0,9.0,9.0,93.0,105.0,$40.00,69004,8
815,4393303,Private room,22615483,2014-10-16,100%,0.97,10.0,9.0,10.0,10.0,10.0,97.0,35.0,,69008,47
820,4405651,Private room,11862589,2014-02-02,,0.17,7.0,8.0,8.0,9.0,7.0,87.0,60.0,,69003,6
823,4413294,Private room,22908862,2014-10-24,100%,0.35,9.0,9.0,10.0,10.0,10.0,86.0,32.0,,69005,17
828,4418450,Private room,21994041,2014-10-01,,0.02,8.0,8.0,10.0,10.0,10.0,80.0,50.0,,69004,1
842,4435473,Private room,23024481,2014-10-27,100%,3.49,9.0,9.0,10.0,10.0,10.0,95.0,30.0,$0.00,69007,172
844,4438583,Private room,23038573,2014-10-27,,0.02,,8.0,10.0,10.0,10.0,100.0,130.0,,69006,1
853,4447438,Private room,2318800,2012-05-08,43%,0.08,10.0,10.0,10.0,10.0,10.0,100.0,45.0,$10.00,69003,4
876,4472773,Private room,23206587,2014-11-01,89%,0.15,10.0,10.0,10.0,10.0,9.0,94.0,80.0,,69005,7
887,4481027,Private room,22472700,2014-10-13,,0.53,9.0,9.0,10.0,10.0,9.0,89.0,25.0,,69007,26
907,4501472,Private room,11180506,2014-01-10,,0.03,10.0,10.0,10.0,8.0,6.0,80.0,30.0,,69009,1
916,4510877,Private room,23038573,2014-10-27,,0.02,10.0,10.0,10.0,10.0,10.0,100.0,90.0,,69006,1
926,4532138,Private room,11999213,2014-02-06,,0.06,9.0,9.0,9.0,10.0,9.0,87.0,39.0,,69001,3
927,4532364,Private room,11999213,2014-02-06,,0.02,10.0,10.0,10.0,10.0,10.0,100.0,90.0,,69001,1
930,4534582,Private room,4997360,2013-02-07,,0.03,4.0,10.0,10.0,6.0,4.0,60.0,80.0,,69001,1
934,4536366,Private room,19689772,2014-08-08,100%,0.82,10.0,10.0,10.0,10.0,10.0,97.0,45.0,$0.00,69001,38
935,4536588,Private room,6485858,2013-05-20,100%,1.85,10.0,10.0,10.0,10.0,10.0,98.0,48.0,$16.00,69003,89
937,4536904,Private room,11042382,2014-01-05,100%,0.7,9.0,9.0,10.0,10.0,10.0,94.0,80.0,$0.00,69007,34
948,4547566,Private room,23577892,2014-11-10,,0.03,10.0,10.0,10.0,10.0,10.0,100.0,120.0,,69004,1
949,4548286,Private room,23581078,2014-11-10,,0.04,,,,,,,65.0,,69003,1
967,4556754,Private room,22448052,2014-10-12,100%,0.6,10.0,9.0,10.0,10.0,9.0,94.0,30.0,,69002,29
989,4572553,Private room,22377180,2014-10-10,71%,1.86,9.0,9.0,9.0,9.0,9.0,90.0,28.0,,69004,90
993,4577138,Private room,1807311,2012-02-25,80%,0.1,10.0,9.0,10.0,10.0,9.0,92.0,32.0,,69001,5
1000,4582581,Private room,14809773,2014-04-27,70%,0.06,7.0,8.0,9.0,7.0,7.0,73.0,35.0,,69005,3
1002,4584412,Private room,23581078,2014-11-10,,0.12,9.0,9.0,10.0,10.0,10.0,92.0,85.0,,69003,6
1003,4584577,Private room,23581078,2014-11-10,,0.02,10.0,10.0,8.0,10.0,10.0,100.0,85.0,,69003,1
1004,4584650,Private room,23581078,2014-11-10,,0.17,9.0,8.0,10.0,10.0,9.0,88.0,85.0,,69003,8
1005,4584731,Private room,23581078,2014-11-10,,0.04,8.0,8.0,9.0,10.0,10.0,80.0,95.0,,69003,2
1010,4586659,Private room,17296753,2014-06-26,100%,0.19,10.0,9.0,10.0,10.0,10.0,93.0,40.0,$5.00,69003,9
1019,4592072,Private room,23803734,2014-11-16,,0.04,9.0,9.0,9.0,10.0,10.0,90.0,100.0,$5.00,69002,2
1042,4612186,Private room,23895458,2014-11-18,,0.09,9.0,9.0,9.0,9.0,10.0,87.0,45.0,$10.00,69003,4
1049,4618016,Private room,22999035,2014-10-26,80%,1.54,10.0,10.0,10.0,10.0,10.0,97.0,35.0,$0.00,69008,74
1050,4618130,Private room,23248435,2014-11-02,,0.75,9.0,10.0,10.0,10.0,8.0,91.0,22.0,,69002,35
1055,4619884,Private room,21333522,2014-09-14,100%,3.45,9.0,10.0,10.0,10.0,10.0,94.0,34.0,,69001,166
1067,4630176,Private room,23977639,2014-11-20,,2.47,10.0,10.0,10.0,10.0,10.0,99.0,27.0,$0.00,69002,89
1074,4636321,Private room,9792057,2013-11-03,,0.06,10.0,10.0,10.0,10.0,10.0,100.0,150.0,$30.00,69001,3
1082,4641761,Private room,24032808,2014-11-22,,0.03,10.0,10.0,10.0,10.0,10.0,80.0,15.0,,69001,1
1090,4643008,Private room,24038571,2014-11-22,100%,0.28,10.0,10.0,10.0,10.0,10.0,91.0,35.0,$10.00,69001,13
1095,4647084,Private room,24058425,2014-11-23,,0.02,10.0,10.0,10.0,10.0,10.0,100.0,75.0,,69006,1
1102,4648361,Private room,23626952,2014-11-11,100%,2.17,10.0,10.0,10.0,10.0,10.0,98.0,36.0,,69003,83
1111,4650184,Private room,24069762,2014-11-23,,0.02,8.0,8.0,10.0,10.0,10.0,80.0,100.0,,69003,1
1125,4657170,Private room,24102723,2014-11-24,90%,0.35,10.0,9.0,10.0,10.0,10.0,96.0,30.0,$15.00,69004,17
1130,4657731,Private room,2093850,2012-04-08,,2.82,10.0,10.0,10.0,10.0,10.0,98.0,35.0,$0.00,69001,76
1135,4659291,Private room,24110755,2014-11-24,,0.02,8.0,10.0,10.0,10.0,10.0,80.0,120.0,,69001,1
1153,4670186,Private room,8960330,2013-09-20,,0.71,9.0,10.0,10.0,10.0,10.0,92.0,40.0,,69008,34
1156,4670911,Private room,24162098,2014-11-25,100%,0.23,9.0,9.0,10.0,10.0,10.0,98.0,65.0,,69100,11
1172,4681940,Private room,14809773,2014-04-27,70%,0.07,9.0,10.0,10.0,10.0,10.0,100.0,35.0,$25.00,69005,3
1180,4685680,Private room,24227268,2014-11-27,100%,0.61,10.0,10.0,10.0,10.0,10.0,100.0,63.0,$0.00,69001,7
1184,4686855,Private room,24232226,2014-11-27,100%,9.18,10.0,10.0,10.0,10.0,9.0,96.0,33.0,,69001,439
1205,4696006,Private room,12858750,2014-03-06,,0.52,9.0,9.0,9.0,9.0,9.0,87.0,30.0,,69001,23
1207,4696334,Private room,10912514,2013-12-30,,0.02,8.0,6.0,10.0,10.0,8.0,80.0,60.0,,69004,1
1213,4697461,Private room,24255632,2014-11-28,,0.17,8.0,9.0,10.0,9.0,7.0,80.0,80.0,$20.00,69002,8
1217,4699088,Private room,10226478,2013-11-24,100%,3.45,10.0,10.0,10.0,10.0,10.0,98.0,45.0,,69007,166
1234,4705653,Private room,9884940,2013-11-08,,0.19,9.0,10.0,10.0,10.0,9.0,91.0,23.0,$10.00,69002,7
1239,4706395,Private room,24325722,2014-11-30,,0.19,8.0,7.0,10.0,9.0,8.0,76.0,30.0,,69007,9
1256,4711455,Private room,22448052,2014-10-12,100%,0.99,10.0,10.0,10.0,10.0,10.0,92.0,30.0,,69002,42
1264,4713779,Private room,24357573,2014-12-01,,0.02,10.0,10.0,10.0,10.0,10.0,100.0,90.0,,69001,1
1274,4717468,Private room,24371284,2014-12-01,,0.02,10.0,10.0,10.0,10.0,10.0,100.0,50.0,,69007,1
1281,4719260,Private room,23826478,2014-11-16,,0.02,6.0,8.0,2.0,6.0,4.0,20.0,40.0,,69002,1
1301,4725118,Private room,24404147,2014-12-02,,0.02,10.0,8.0,10.0,8.0,8.0,80.0,35.0,,69003,1
1316,4733077,Private room,24438850,2014-12-03,,0.02,8.0,10.0,10.0,10.0,8.0,100.0,75.0,,69005,1
1322,4735197,Private room,24446726,2014-12-03,100%,0.96,9.0,10.0,10.0,10.0,10.0,100.0,50.0,,69004,6
1323,4735568,Private room,24448494,2014-12-03,100%,3.77,10.0,10.0,10.0,10.0,10.0,99.0,35.0,,69001,143
1340,4748853,Private room,10342365,2013-11-30,100%,0.17,9.0,10.0,10.0,10.0,8.0,75.0,40.0,,69006,4
1341,4749065,Private room,10342365,2013-11-30,100%,0.17,10.0,10.0,10.0,10.0,10.0,100.0,50.0,,69006,2
1346,4763352,Private room,20551297,2014-08-26,100%,2.8,9.0,9.0,10.0,10.0,10.0,95.0,29.0,$10.00,69007,134
1350,4775544,Private room,2668324,2012-06-18,,1.85,9.0,10.0,10.0,10.0,10.0,96.0,50.0,$12.00,69006,54
1351,4780340,Private room,24648341,2014-12-09,100%,3.48,10.0,10.0,10.0,10.0,10.0,99.0,48.0,$8.00,69001,161
1354,4788436,Private room,24683896,2014-12-10,78%,0.29,10.0,10.0,10.0,10.0,10.0,95.0,26.0,,69004,12
1359,4800024,Private room,24731431,2014-12-11,100%,0.17,10.0,8.0,10.0,10.0,10.0,100.0,60.0,$10.00,69005,1
1360,4818274,Private room,12917831,2014-03-08,100%,2.25,9.0,9.0,9.0,9.0,8.0,87.0,27.0,,69007,106
1368,4854835,Private room,19624243,2014-08-07,,1.71,10.0,10.0,10.0,10.0,10.0,98.0,50.0,$18.00,69002,74
1371,4868009,Private room,14809773,2014-04-27,70%,0.05,8.0,9.0,10.0,10.0,9.0,90.0,30.0,,69005,2
1379,4896235,Private room,25194391,2014-12-25,100%,0.68,8.0,8.0,8.0,8.0,9.0,81.0,32.0,$13.00,69004,32
1381,4914585,Private room,25308837,2014-12-28,,0.04,10.0,10.0,10.0,10.0,10.0,100.0,150.0,$0.00,69009,2
1387,4962947,Private room,15966185,2014-05-25,,0.58,9.0,10.0,10.0,10.0,9.0,93.0,40.0,,69001,27
1391,4995464,Private room,17202220,2014-06-24,100%,3.39,10.0,9.0,10.0,10.0,10.0,98.0,30.0,,69003,156
1392,5003130,Private room,4240990,2012-11-25,,0.04,10.0,8.0,10.0,10.0,10.0,90.0,40.0,$10.00,69003,2
1398,5034486,Private room,3797393,2012-10-08,100%,0.36,10.0,9.0,10.0,10.0,10.0,96.0,35.0,$5.00,69003,15
1399,5042684,Private room,17863878,2014-07-09,100%,0.62,9.0,9.0,10.0,10.0,10.0,91.0,35.0,,69007,23
1411,5135566,Private room,25540120,2015-01-03,,0.25,9.0,8.0,9.0,10.0,8.0,86.0,36.0,,69002,10
1415,5166382,Private room,26721856,2015-01-26,90%,0.46,10.0,10.0,10.0,10.0,9.0,95.0,30.0,$30.00,69007,18
1417,5183100,Private room,26806983,2015-01-27,,0.09,10.0,10.0,10.0,10.0,10.0,100.0,20.0,,69006,4
1422,5227123,Private room,5715472,2013-04-01,,2.24,10.0,10.0,10.0,10.0,10.0,97.0,50.0,$0.00,69006,86
1423,5228934,Private room,11465656,2014-01-20,,0.02,10.0,10.0,10.0,10.0,10.0,100.0,30.0,,69003,1
1427,5238780,Private room,15521093,2014-05-14,50%,0.24,9.0,9.0,10.0,10.0,10.0,97.0,105.0,$35.00,69007,7
1430,5289622,Private room,14014159,2014-04-07,,0.1,10.0,10.0,9.0,10.0,9.0,85.0,34.0,,69002,4
1436,5321233,Private room,27570415,2015-02-11,100%,0.08,10.0,10.0,10.0,10.0,10.0,100.0,85.0,,69002,2
1437,5325746,Private room,1966871,2012-03-19,100%,0.22,10.0,10.0,10.0,10.0,10.0,100.0,25.0,$20.00,69004,10
