,id,room_type,host_id,host_since,host_response_rate,reviews_per_month,review_scores_value,review_scores_location,review_scores_communication,review_scores_checkin,review_scores_cleanliness,review_scores_rating,price,cleaning_fee,zipcode,number_of_reviews
143,1182098,Entire home/apt,6466588,2013-05-19,100%,0.25,9.0,9.0,9.0,10.0,9.0,93.0,176.0,$120.00,33000,4
144,1185900,Entire home/apt,6486165,2013-05-20,100%,1.16,9.0,8.0,10.0,10.0,9.0,91.0,84.0,$35.00,33000,65
145,1188231,Entire home/apt,1029070,2011-08-28,100%,4.63,10.0,10.0,10.0,10.0,10.0,97.0,66.0,$10.00,33000,302
147,1196034,Entire home/apt,6056113,2013-04-23,100%,0.4,9.0,9.0,9.0,9.0,9.0,91.0,180.0,$80.00,33000,26
148,1196311,Entire home/apt,4496051,2012-12-26,88%,0.52,9.0,10.0,9.0,9.0,9.0,89.0,100.0,$75.00,33000,26
149,1203069,Entire home/apt,6571433,2013-05-25,100%,5.19,9.0,10.0,10.0,10.0,10.0,95.0,95.0,$45.00,33000,279
150,1209361,Entire home/apt,6604469,2013-05-27,100%,0.38,9.0,10.0,10.0,10.0,10.0,96.0,120.0,,33310,25
151,1211924,Entire home/apt,6616722,2013-05-28,100%,1.3,9.0,9.0,10.0,10.0,10.0,93.0,140.0,$60.00,33000,82
154,1222718,Entire home/apt,6284990,2013-05-08,100%,1.06,9.0,10.0,10.0,10.0,9.0,95.0,220.0,$70.00,33000,57
155,1227141,Entire home/apt,6693475,2013-06-02,100%,0.41,10.0,10.0,10.0,10.0,9.0,96.0,90.0,$20.00,33160,18
156,1241376,Entire home/apt,1029070,2011-08-28,100%,5.52,10.0,10.0,10.0,10.0,10.0,98.0,48.0,$10.00,33000,354
157,1242294,Entire home/apt,5563943,2013-03-21,100%,8.44,10.0,10.0,10.0,10.0,10.0,98.0,70.0,$15.00,33000,557
158,1244514,Entire home/apt,5445103,2013-03-13,100%,0.08,9.0,8.0,10.0,9.0,10.0,92.0,89.0,,33000,5
159,1250274,Entire home/apt,6581487,2013-05-26,100%,0.24,10.0,10.0,10.0,10.0,10.0,95.0,55.0,$25.00,33000,16
160,1251926,Entire home/apt,6821197,2013-06-09,,0.18,9.0,9.0,10.0,10.0,10.0,96.0,225.0,,33160,5
164,1266428,Entire home/apt,6893670,2013-06-13,100%,0.71,9.0,9.0,10.0,10.0,10.0,95.0,70.0,$30.00,33160,37
165,1267602,Entire home/apt,6899936,2013-06-13,100%,0.09,9.0,9.0,10.0,10.0,9.0,93.0,55.0,$10.00,33140,6
166,1272272,Entire home/apt,6924683,2013-06-15,100%,0.32,9.0,9.0,10.0,10.0,9.0,92.0,100.0,$40.00,33000,21
168,1273169,Entire home/apt,6926777,2013-06-15,100%,0.15,10.0,10.0,10.0,10.0,10.0,100.0,125.0,$48.00,33000,2
169,1273295,Entire home/apt,6926777,2013-06-15,100%,0.38,9.0,9.0,9.0,8.0,9.0,90.0,130.0,$56.00,33000,6
170,1274080,Entire home/apt,6935270,2013-06-16,100%,6.16,9.0,10.0,10.0,10.0,9.0,92.0,90.0,,33000,406
172,1288100,Entire home/apt,7005396,2013-06-19,,0.03,10.0,10.0,10.0,10.0,10.0,100.0,75.0,,33700,1
173,1299682,Entire home/apt,7066630,2013-06-23,100%,0.41,9.0,10.0,9.0,10.0,10.0,97.0,180.0,$0.00,33000,26
175,1321105,Entire home/apt,3746923,2012-10-03,100%,0.14,9.0,9.0,10.0,10.0,8.0,91.0,66.0,$35.00,33000,9
176,1323347,Entire home/apt,7183066,2013-06-29,,0.03,10.0,10.0,10.0,10.0,10.0,100.0,135.0,$50.00,33000,2
180,1334537,Entire home/apt,7237421,2013-07-02,,1.05,9.0,10.0,10.0,10.0,9.0,94.0,65.0,$15.00,33300,45
181,1348141,Entire home/apt,7233878,2013-07-02,75%,0.19,9.0,9.0,10.0,10.0,9.0,88.0,60.0,$25.00,33300,12
185,1355740,Entire home/apt,29102137,2015-03-10,94%,0.14,8.0,9.0,9.0,9.0,8.0,80.0,90.0,$75.00,33000,8
186,1355836,Entire home/apt,7354091,2013-07-08,100%,0.55,9.0,9.0,10.0,9.0,9.0,86.0,45.0,$20.00,33800,32
187,1362776,Entire home/apt,7397083,2013-07-10,,0.35,10.0,10.0,10.0,10.0,10.0,97.0,130.0,$0.00,33400,18
190,1375829,Entire home/apt,6678424,2013-06-01,100%,0.21,9.0,8.0,9.0,8.0,9.0,92.0,45.0,$0.00,33600,12
191,1376433,Entire home/apt,7457361,2013-07-13,,0.08,9.0,9.0,10.0,10.0,10.0,92.0,250.0,$40.00,33600,5
192,1384380,Entire home/apt,7493374,2013-07-15,,0.71,9.0,9.0,10.0,10.0,9.0,89.0,75.0,$20.00,33300,11
193,1384593,Entire home/apt,2905309,2012-07-11,,0.02,10.0,10.0,10.0,10.0,10.0,100.0,99.0,$30.00,33000,1
195,1386739,Entire home/apt,7501900,2013-07-15,90%,1.22,9.0,9.0,9.0,9.0,9.0,92.0,35.0,$20.00,33100,78
196,1387018,Entire home/apt,3897750,2012-10-17,,1.21,9.0,9.0,10.0,10.0,8.0,81.0,30.0,$20.00,33800,78
197,1413371,Entire home/apt,7618574,2013-07-21,,2.68,10.0,9.0,10.0,10.0,10.0,96.0,61.0,$35.00,33160,5
199,1421443,Entire home/apt,7651794,2013-07-22,100%,0.26,9.0,10.0,10.0,10.0,10.0,100.0,86.0,,33000,16
200,1440894,Entire home/apt,29102137,2015-03-10,94%,0.41,9.0,10.0,9.0,9.0,9.0,90.0,90.0,$75.00,33000,10
